fecha,tasa_referencia,rend_bono10_usa,tipo_cambio,rend_bono10_pen,tea_hipotecaria_mensual
2025-04-15,4.75,4.336,3.75,6.64,7.45627934824868
2025-04-16,4.75,4.279,3.737,6.63,7.45627934824868
2025-04-21,4.75,4.412,3.715,6.67,7.45627934824868
2025-04-22,4.75,4.403,3.699,6.71,7.45627934824868
2025-04-23,4.75,4.384,3.7,6.66,7.45627934824868
2025-04-24,4.75,4.317,3.683,6.63,7.45627934824868
2025-04-25,4.75,4.237,3.672,6.63,7.45627934824868
2025-04-28,4.75,4.21,3.672,6.63,7.45627934824868
2025-04-29,4.75,4.174,3.673,6.53,7.45627934824868
2025-04-30,4.75,4.163,3.678,6.55,7.45627934824868
2025-05-02,4.75,4.31,3.665,6.57,7.44695083826127
2025-05-05,4.75,4.345,3.662,6.6,7.44695083826127
2025-05-06,4.75,4.297,3.663,6.59,7.44695083826127
2025-05-07,4.75,4.271,3.658,6.53,7.44695083826127
2025-05-08,4.75,4.38,3.646,6.54,7.44695083826127
2025-05-09,4.5,4.38,3.645,6.4,7.44695083826127
2025-05-12,4.5,4.473,3.662,6.39,7.44695083826127
2025-05-13,4.5,4.467,3.659,6.37,7.44695083826127
2025-05-14,4.5,4.538,3.682,6.42,7.44695083826127
2025-05-15,4.5,4.433,3.686,6.37,7.44695083826127
2025-05-16,4.5,4.48,3.696,6.41,7.44695083826127
2025-05-19,4.5,4.45,3.693,6.43,7.44695083826127
2025-05-20,4.5,4.489,3.697,6.48,7.44695083826127
2025-05-21,4.5,4.601,3.683,6.54,7.44695083826127
2025-05-22,4.5,4.53,3.669,6.57,7.44695083826127
2025-05-23,4.5,4.513,3.665,6.58,7.44695083826127
2025-05-26,4.5,4.513,3.665,6.54,7.44695083826127
2025-05-27,4.5,4.446,3.65,6.48,7.44695083826127
2025-05-28,4.5,4.48,3.648,6.46,7.44695083826127
2025-05-29,4.5,4.42,3.638,6.45,7.44695083826127
2025-05-30,4.5,4.403,3.632,6.5,7.44695083826127
2025-06-02,4.5,4.442,3.63,6.51,7.4430846579992
2025-06-03,4.5,4.456,3.628,6.52,7.4430846579992
2025-06-04,4.5,4.356,3.618,6.45,7.4430846579992
2025-06-05,4.5,4.393,3.628,6.59,7.4430846579992
2025-06-06,4.5,4.508,3.651,6.63,7.4430846579992
2025-06-09,4.5,4.476,3.654,6.61,7.4430846579992
2025-06-10,4.5,4.472,3.64,6.58,7.4430846579992
2025-06-11,4.5,4.422,3.636,6.49,7.4430846579992
2025-06-12,4.5,4.361,3.62,6.35,7.4430846579992
2025-06-13,4.5,4.401,3.618,6.4,7.4430846579992
2025-06-16,4.5,4.448,3.614,6.39,7.4430846579992
2025-06-17,4.5,4.391,3.62,6.4,7.4430846579992
2025-06-18,4.5,4.393,3.604,6.39,7.4430846579992
2025-06-19,4.5,4.393,3.599,6.39,7.4430846579992
2025-06-20,4.5,4.378,3.603,6.37,7.4430846579992
2025-06-23,4.5,4.349,3.606,6.37,7.4430846579992
2025-06-24,4.5,4.296,3.581,6.31,7.4430846579992
2025-06-25,4.5,4.293,3.576,6.26,7.4430846579992
2025-06-26,4.5,4.243,3.572,6.23,7.4430846579992
2025-06-27,4.5,4.279,3.552,6.24,7.4430846579992
2025-06-30,4.5,4.23,3.549,6.17,7.4430846579992
2025-07-01,4.5,4.243,3.556,6.13,7.4420033394435
2025-07-02,4.5,4.279,3.559,6.1,7.4420033394435
2025-07-03,4.5,4.348,3.547,6.11,7.4420033394435
2025-07-04,4.5,4.348,3.556,6.13,7.4420033394435
2025-07-07,4.5,4.381,3.563,6.14,7.4420033394435
2025-07-08,4.5,4.401,3.563,6.14,7.4420033394435
2025-07-09,4.5,4.333,3.555,6.13,7.4420033394435
2025-07-10,4.5,4.351,3.557,6.15,7.4420033394435
2025-07-11,4.5,4.411,3.557,6.17,7.4420033394435
2025-07-14,4.5,4.435,3.569,6.18,7.4420033394435
2025-07-15,4.5,4.483,3.569,6.23,7.4420033394435
2025-07-16,4.5,4.457,3.56,6.27,7.4420033394435
2025-07-17,4.5,4.453,3.556,6.279,7.4420033394435
2025-07-18,4.5,4.418,3.568,6.3,7.4420033394435
2025-07-21,4.5,4.379,3.566,6.27,7.4420033394435
2025-07-22,4.5,4.346,3.561,6.24,7.4420033394435
2025-07-24,4.5,4.398,3.555,6.21,7.4420033394435
2025-07-25,4.5,4.39,3.552,6.18,7.4420033394435
2025-07-30,4.5,4.372,3.57,6.18,7.4420033394435
2025-07-31,4.5,4.376,3.588,6.21,7.4420033394435
2025-08-01,4.5,4.218,3.588,6.12,7.44357220100148
2025-08-04,4.5,4.194,3.579,6.08,7.44357220100148
2025-08-05,4.5,4.212,3.564,6.04,7.44357220100148
2025-08-07,4.5,4.251,3.551,5.97,7.44357220100148
2025-08-08,4.5,4.284,3.535,5.98,7.44357220100148
2025-08-11,4.5,4.287,3.537,5.96,7.44357220100148
2025-08-12,4.5,4.291,3.525,5.94,7.44357220100148
2025-08-13,4.5,4.235,3.537,5.93,7.44357220100148
2025-08-14,4.5,4.286,3.555,5.95,7.44357220100148
2025-08-15,4.5,4.319,3.563,5.96,7.44357220100148
2025-08-18,4.5,4.334,3.561,6.01,7.44357220100148
2025-08-19,4.5,4.307,3.538,6.01,7.44357220100148
2025-08-20,4.5,4.292,3.539,6.06,7.44357220100148
2025-08-21,4.5,4.329,3.541,6.1,7.44357220100148
2025-08-22,4.5,4.255,3.526,6.01,7.44357220100148
2025-08-25,4.5,4.276,3.531,6.05,7.44357220100148
2025-08-26,4.5,4.262,3.538,6.06,7.44357220100148
2025-08-27,4.5,4.235,3.558,6.05,7.44357220100148
2025-08-28,4.5,4.205,3.551,6.0392,7.44357220100148
2025-08-29,4.5,4.23,3.54,6.02,7.44357220100148
2025-09-01,4.5,4.23,3.545,6.23,7.44633816383766
2025-09-02,4.5,4.262,3.546,6.26,7.44633816383766
2025-09-03,4.5,4.218,3.534,6.21,7.44633816383766
2025-09-04,4.5,4.162,3.539,6.18,7.44633816383766
2025-09-05,4.5,4.076,3.527,6.08,7.44633816383766
2025-09-08,4.5,4.041,3.522,6.07,7.44633816383766
2025-09-09,4.5,4.088,3.509,6.09,7.44633816383766
2025-09-10,4.5,4.047,3.494,6.02,7.44633816383766
2025-09-11,4.5,4.022,3.485,5.99,7.44633816383766
2025-09-12,4.25,4.067,3.499,6.0,7.44633816383766
2025-09-15,4.25,4.039,3.499,6.15,7.44633816383766
2025-09-16,4.25,4.029,3.489,6.21,7.44633816383766
2025-09-17,4.25,4.089,3.488,6.15,7.44633816383766
2025-09-18,4.25,4.106,3.491,6.14,7.44633816383766
2025-09-19,4.25,4.128,3.494,6.14,7.44633816383766
2025-09-22,4.25,4.148,3.51,6.14,7.44633816383766
2025-09-23,4.25,4.107,3.509,6.13,7.44633816383766
2025-09-24,4.25,4.148,3.511,6.14,7.44633816383766
2025-09-25,4.25,4.171,3.511,6.15,7.44633816383766
2025-09-26,4.25,4.176,3.502,6.15,7.44633816383766
2025-09-29,4.25,4.14,3.495,6.09,7.44633816383766
2025-09-30,4.25,4.151,3.476,6.05,7.44633816383766
2025-10-01,4.25,4.099,3.474,6.05,7.45040722530117
2025-10-02,4.25,4.084,3.485,6.05,7.45040722530117
2025-10-03,4.25,4.12,3.468,6.09,7.45040722530117
2025-10-06,4.25,4.154,3.465,6.15,7.45040722530117
2025-10-07,4.25,4.124,3.452,6.12,7.45040722530117
2025-10-09,4.25,4.139,3.443,6.18,7.45040722530117
2025-10-10,4.25,4.034,3.442,6.23,7.45040722530117
2025-10-13,4.25,4.034,3.439,6.23,7.45040722530117
2025-10-14,4.25,4.033,3.428,6.21,7.45040722530117
2025-10-15,4.25,4.029,3.416,6.17,7.45040722530117
2025-10-16,4.25,3.975,3.397,6.14,7.45040722530117
2025-10-17,4.25,4.01,3.389,6.12,7.45040722530117
2025-10-20,4.25,3.981,3.378,6.08,7.45040722530117
2025-10-21,4.25,3.964,3.39,6.07,7.45040722530117
2025-10-22,4.25,3.951,3.401,6.1,7.45040722530117
2025-10-23,4.25,4.002,3.4,6.09,7.45040722530117
2025-10-24,4.25,4.003,3.385,6.04,7.45040722530117
2025-10-27,4.25,3.981,3.387,6.0484,7.45040722530117
2025-10-28,4.25,3.977,3.396,6.01,7.45040722530117
2025-10-29,4.25,4.078,3.394,6.04,7.45040722530117
2025-10-30,4.25,4.099,3.398,6.05,7.45040722530117
2025-10-31,4.25,4.078,3.379,6.06,7.45040722530117
2025-11-03,4.25,4.111,3.378,6.06,7.45679615998072
2025-11-04,4.25,4.086,3.387,6.06,7.45679615998072
2025-11-05,4.25,4.16,3.381,6.05,7.45679615998072
2025-11-06,4.25,4.084,3.377,6.01,7.45679615998072
2025-11-07,4.25,4.098,3.381,6.04,7.45679615998072
2025-11-10,4.25,4.117,3.38,6.05,7.45679615998072
2025-11-11,4.25,4.117,3.366,6.05,7.45679615998072
2025-11-12,4.25,4.07,3.372,6.04,7.45679615998072
2025-11-13,4.25,4.12,3.368,6.05,7.45679615998072
2025-11-14,4.25,4.149,3.374,6.09,7.45679615998072
2025-11-17,4.25,4.14,3.372,6.08,7.45679615998072
2025-11-18,4.25,4.114,3.372,6.04,7.45679615998072
2025-11-19,4.25,4.138,3.38,5.99,7.45679615998072
2025-11-20,4.25,4.085,3.385,5.999,7.45679615998072
2025-11-21,4.25,4.065,3.391,5.94,7.45679615998072
2025-11-24,4.25,4.026,3.397,5.92,7.45679615998072
2025-11-25,4.25,3.997,3.383,5.9,7.45679615998072
2025-11-26,4.25,3.995,3.371,5.9,7.45679615998072
2025-11-27,4.25,3.995,3.371,5.91,7.45679615998072
2025-11-28,4.25,4.015,3.368,5.91,7.45679615998072
2025-12-01,4.25,4.087,3.377,5.94,7.46043298403999
2025-12-02,4.25,4.087,3.374,5.93,7.46043298403999
2025-12-03,4.25,4.064,3.37,5.87,7.46043298403999
2025-12-04,4.25,4.099,3.363,5.85,7.46043298403999
2025-12-05,4.25,4.136,3.369,5.79,7.46043298403999
2025-12-10,4.25,4.149,3.378,5.83,7.46043298403999
2025-12-11,4.25,4.158,3.37,5.81,7.46043298403999
2025-12-12,4.25,4.185,3.373,5.83,7.46043298403999
2025-12-15,4.25,4.174,3.375,5.76,7.46043298403999
2025-12-16,4.25,4.146,3.374,5.73,7.46043298403999
2025-12-17,4.25,4.154,3.372,5.74,7.46043298403999
2025-12-18,4.25,4.123,3.371,5.75,7.46043298403999
2025-12-19,4.25,4.148,3.372,5.83,7.46043298403999
2025-12-22,4.25,4.165,3.372,5.9,7.46043298403999
2025-12-23,4.25,4.165,3.371,5.86,7.46043298403999
2025-12-24,4.25,4.136,3.369,5.8,7.46043298403999
2025-12-29,4.25,4.111,3.372,5.89,7.46043298403999
2025-12-30,4.25,4.123,3.369,5.81,7.46043298403999
2025-12-31,4.25,4.169,3.368,5.796,7.46043298403999
2026-01-05,4.25,4.162,3.372,5.82,7.46739522023275
2026-01-06,4.25,4.174,3.366,5.85,7.46739522023275
2026-01-07,4.25,4.15,3.368,5.86,7.46739522023275
2026-01-08,4.25,4.168,3.368,5.89,7.46739522023275
2026-01-09,4.25,4.166,3.365,5.94,7.46739522023275
2026-01-12,4.25,4.177,3.368,5.95,7.46739522023275
2026-01-13,4.25,4.18,3.361,5.91,7.46739522023275
2026-01-14,4.25,4.133,3.367,5.93,7.46739522023275
2026-01-15,4.25,4.171,3.366,5.97,7.46739522023275
2026-01-16,4.25,4.224,3.363,5.97,7.46739522023275
2026-01-19,4.25,4.224,3.366,5.96,7.46739522023275
2026-01-20,4.25,4.294,3.363,5.92,7.46739522023275
2026-01-21,4.25,4.244,3.359,5.87,7.46739522023275
2026-01-22,4.25,4.246,3.36,5.89,7.46739522023275
2026-01-23,4.25,4.23,3.359,5.88,7.46739522023275
2026-01-26,4.25,4.21,3.356,5.89,7.46739522023275
2026-01-27,4.25,4.25,3.352,5.85,7.46739522023275
2026-01-28,4.25,4.24,3.345,5.8,7.46739522023275
2026-01-29,4.25,4.23,3.345,5.77,7.46739522023275
2026-01-30,4.25,4.24,3.355,5.79,7.46739522023275
2026-02-02,4.25,4.28,3.369,5.8,7.4709171059385
2026-02-03,4.25,4.27,3.365,5.8,7.4709171059385
2026-02-04,4.25,4.28,3.364,5.81,7.4709171059385
2026-02-05,4.25,4.18,3.368,5.73,7.4709171059385
2026-02-06,4.25,4.21,3.363,5.77,7.4709171059385
2026-02-09,4.25,4.2,3.363,5.81,7.4709171059385
2026-02-10,4.25,4.15,3.362,5.8,7.4709171059385
2026-02-11,4.25,4.173,3.363,5.82,7.4709171059385
2026-02-12,4.25,4.1,3.358,5.81,7.4709171059385
2026-02-13,4.25,4.05,3.358,5.8,7.4709171059385
2026-02-16,4.25,4.05,3.356,5.78,7.4709171059385
2026-02-17,4.25,4.06,3.348,5.76,7.4709171059385
2026-02-18,4.25,4.084,3.353,5.78,7.4709171059385
2026-02-19,4.25,4.068,3.366,5.81,7.4709171059385
2026-02-20,4.25,4.085,3.36,5.83,7.4709171059385
2026-02-23,4.25,4.033,3.362,5.79,7.4709171059385
2026-02-24,4.25,4.031,3.363,5.79,7.4709171059385
2026-02-25,4.25,4.054,3.363,5.83,7.4709171059385
2026-02-26,4.25,4.005,3.36,5.85,7.4709171059385
2026-02-27,4.25,3.941,3.361,5.85,7.4709171059385
2026-03-02,4.25,4.036,3.368,5.92,7.46584622319791
2026-03-03,4.25,4.061,3.408,5.99,7.46584622319791
2026-03-04,4.25,4.098,3.414,6.01,7.46584622319791
2026-03-05,4.25,4.137,3.432,6.09,7.46584622319791
2026-03-06,4.25,4.14,3.479,6.14,7.46584622319791
2026-03-09,4.25,4.098,3.493,6.15,7.46584622319791
2026-03-10,4.25,4.158,3.451,6.08,7.46584622319791
2026-03-11,4.25,4.232,3.427,6.09,7.46584622319791
2026-03-12,4.25,4.263,3.449,6.14,7.46584622319791
2026-03-13,4.25,4.278,3.453,6.24,7.46584622319791
2026-03-16,4.25,4.218,3.439,6.26,7.46584622319791
2026-03-17,4.25,4.2,3.417,6.21,7.46584622319791
2026-03-18,4.25,4.267,3.435,6.21,7.46584622319791
2026-03-19,4.25,4.251,3.454,6.31,7.46584622319791
2026-03-20,4.25,4.382,3.477,6.38,7.46584622319791
2026-03-23,4.25,4.345,3.468,6.26,7.46584622319791
2026-03-24,4.25,4.364,3.464,6.33,7.46584622319791
2026-03-25,4.25,4.334,3.468,6.36,7.46584622319791
2026-03-26,4.25,4.415,3.466,6.46,7.46584622319791
2026-03-27,4.25,4.43,3.486,6.54,7.46584622319791
2026-03-30,4.25,4.35,3.495,6.6,7.46584622319791
2026-03-31,4.25,4.319,3.495,6.55,7.46584622319791
2026-04-01,4.25,4.32,3.467,6.55,7.46354877057602
2026-04-06,4.25,4.333,3.449,6.55,7.46354877057602
2026-04-07,4.25,4.295,3.438,6.55,7.46354877057602
2026-04-09,4.25,4.276,3.387,6.11,7.46354877057602
2026-04-10,4.25,4.319,3.385,6.11,7.46354877057602
2026-04-13,4.25,4.294,3.379,6.05,7.46354877057602
2026-04-14,4.25,4.249,3.39,6.09,7.46354877057602
2026-04-15,4.25,4.285,3.436,6.29,7.46354877057602
2026-04-16,4.25,4.313,3.436,6.11,7.46354877057602
2026-04-17,4.25,4.25,3.442,6.05,7.46354877057602
2026-04-20,4.25,4.252,3.444,6.03,7.46354877057602
2026-04-21,4.25,4.293,3.442,6.06,7.46354877057602
2026-04-22,4.25,4.303,3.444,6.19,7.46354877057602
2026-04-23,4.25,4.326,3.462,6.2,7.46354877057602
2026-04-24,4.25,4.302,3.478,6.17,7.46354877057602
2026-04-27,4.25,4.341,3.51,6.23,7.46354877057602
2026-04-28,4.25,4.347,3.519,6.2,7.46354877057602
2026-04-29,4.25,4.431,3.529,6.24,7.46354877057602
2026-04-30,4.25,4.372,3.521,6.22,7.46354877057602
2026-05-04,4.25,4.439,3.522,6.25,7.46606952737137
2026-05-05,4.25,4.425,3.498,6.27,7.46606952737137
2026-05-06,4.25,4.349,3.47,6.2,7.46606952737137
2026-05-07,4.25,4.387,3.461,6.21,7.46606952737137
2026-05-08,4.25,4.355,3.45,6.21,7.46606952737137
2026-05-11,4.25,4.414,3.44,6.22,7.46606952737137
2026-05-12,4.25,4.463,3.434,6.21,7.46606952737137
2026-05-13,4.25,4.469,3.426,6.21,7.46606952737137
2026-05-14,4.25,4.483,3.419,6.24,7.46606952737137
2026-05-15,4.25,4.594,3.435,6.3,7.46606952737137
2026-05-18,4.25,4.588,3.439,6.32,7.46606952737137
2026-05-19,4.25,4.667,3.431,6.35,7.46606952737137
2026-05-20,4.25,4.586,3.414,6.3,7.46606952737137
2026-05-21,4.25,4.572,3.418,6.26,7.46606952737137
2026-05-22,4.25,4.559,3.421,6.27,7.46606952737137
2026-05-25,4.25,4.559,3.42,6.25,7.46606952737137
2026-05-26,4.25,4.486,3.42,6.27,7.46606952737137
2026-05-27,4.25,4.484,3.421,6.25,7.46606952737137
2026-05-28,4.25,4.448,3.416,6.25,7.46606952737137
2026-05-29,4.25,4.437,3.417,6.19,7.46606952737137
2026-06-01,4.25,4.454,3.424,6.12,7.46987513747467
2026-06-02,4.25,4.444,3.414,6.03,7.46987513747467
2026-06-03,4.25,4.496,3.422,6.05,7.46987513747467
2026-06-04,4.25,4.475,3.418,6.0,7.46987513747467
2026-06-05,4.25,4.531,3.443,6.25,7.46987513747467
2026-06-10,4.25,4.553,3.402,6.02,7.46987513747467
2026-06-11,4.25,4.462,3.394,6.05,7.46987513747467
2026-06-12,4.25,4.481,3.389,6.0,7.46987513747467
2026-06-15,4.25,4.475,3.387,6.02,7.46987513747467
2026-06-16,4.25,4.44,3.382,6.05,7.46987513747467
2026-06-17,4.25,4.489,3.384,6.1,7.46987513747467
2026-06-18,4.25,4.455,3.388,6.11,7.46987513747467
2026-06-19,4.25,4.455,3.386,6.14,7.46987513747467
2026-06-22,4.25,4.51,3.387,6.13,7.46987513747467
2026-06-23,4.25,4.498,3.41,6.09,7.46987513747467
2026-06-24,4.25,4.393,3.425,6.08,7.46987513747467
2026-06-25,4.25,4.394,3.415,6.13,7.46987513747467
2026-06-26,4.25,4.371,3.415,6.09,7.46987513747467
2026-06-30,4.25,4.466,3.415,6.08,7.46987513747467
2026-07-01,4.25,4.48,3.416,6.07,7.47265684163768
2026-07-02,4.25,4.485,3.409,6.07,7.47265684163768
2026-07-03,4.25,4.485,3.403,6.08,7.47265684163768
2026-07-06,4.25,4.47,3.411,6.1,7.47265684163768
2026-07-07,4.25,4.552,3.409,6.1,7.47265684163768
2026-07-08,4.25,4.581,3.412,6.15,7.47265684163768
2026-07-09,4.25,4.553,3.406,6.12,7.47265684163768
2026-07-10,4.25,4.562,3.397,6.09,7.47265684163768
2026-07-13,4.25,4.625,3.406,6.09,7.47265684163768
2026-07-14,4.25,4.591,3.397,6.03,7.47265684163768
2026-07-15,4.25,4.549,3.391,6.01,7.47265684163768
2026-07-16,4.25,4.554,3.396,6.02,7.47265684163768
2026-07-17,4.25,4.549,3.408,6.05,7.47265684163768
2026-07-20,4.25,4.593,3.408,6.05,7.47265684163768
2026-07-21,4.25,4.629,3.403,6.03,7.47265684163768
2026-07-22,4.25,4.656,3.404,6.04,7.47265684163768
2026-07-24,4.25,4.678,3.411,6.05,7.47265684163768
2026-07-30,4.25,4.674,3.399,6.05,7.47265684163768
2026-07-31,4.25,4.736,3.4,6.11,7.47265684163768
2026-08-03,4.25,4.678,3.402,6.18,7.47497280199697
2026-08-04,4.25,4.615,3.394,6.19,7.47497280199697
2026-08-05,4.25,4.615,3.394,6.18,7.47497280199697
2026-08-07,4.25,4.646,3.391,6.15,7.47497280199697
2026-08-10,4.25,4.708,3.387,6.14,7.47497280199697
2026-08-11,4.25,4.69,3.372,6.13,7.47497280199697
2026-08-12,4.25,4.695,3.365,6.09,7.47497280199697
2026-08-13,4.25,4.644,3.371,6.08,7.47497280199697
2026-08-14,4.25,4.693,3.368,6.09,7.47497280199697
2026-08-17,4.25,4.723,3.37,6.1,7.47497280199697
2026-08-18,4.25,4.705,3.362,6.19,7.47497280199697
2026-08-19,4.25,4.648,3.361,6.17,7.47497280199697
2026-08-20,4.25,4.706,3.361,6.27,7.47497280199697
2026-08-21,4.25,4.735,3.352,6.26,7.47497280199697
2026-08-24,4.25,4.698,3.356,6.26,7.47497280199697
2026-08-25,4.25,4.63,3.35,6.24,7.47497280199697
2026-08-26,4.25,4.648,3.35,6.24,7.47497280199697
2026-08-27,4.25,4.677,3.348,6.26,7.47497280199697
2026-08-28,4.25,4.72,3.356,6.26,7.47497280199697
2026-08-31,4.25,4.751,3.367,6.31,7.47497280199697
